address,advertiser_id,advertiser_name,age,bath_amnt,bed_amnt,bed_ratio,covered_ratio,covered_surface,covered_surface_unit,currency,date_extracted,date_published,description,disposition,district,features,garage_amnt,is_finished_property,is_new_property,is_studio_apartment,land_ratio,land_surface,land_surface_unit,latitude,listing_age,listing_id,longitude,luminosity,maintenance_fee,maintenance_fee_currency,neighborhood,orientation,price,price_control,property_group,property_type,province,reconstructed_land_surface,reconstructed_land_surface_unit,reconstructed_total_surface,reconstructed_total_surface_unit,response,room_amnt,room_ratio,site,site_abbreviation,title,toilete_amnt,total_ratio,total_surface,total_surface_unit,transaction,uncovered_surface,uncovered_surface_unit,url,year_built
Barrio San Antonio  - 28 e/ 494 y 495 - Casa 1,176420062,Dacal Bienes Raices,0,1,2,75000.0,1630.4347826086957,92,m²,USD,"Sun, 25 Sep 2022 19:36:08 GMT","Tue, 29 Mar 2022 19:43:01 UTC","Excelente residencia a estrenar en condominio Barrio San Antonio, el mismo se compone de la siguiente manera:

PLANTA BAJA
Cuenta con living comedor y cocina integrados y toilette.

PLANTA ALTA
Cuenta con dos dormitorios con placard, sin interiores y baño completo.

DETALLES
Carpinterías de aluminio con DVH, pisos de porcelanato símil madera, suelo radiante en ambas plantas, horno eléctrico, anafe a gas, griferias Libby, doble portón, caldera dual, instalación de alarma y pre-instalación de A/A.

EXTERIOR
Cuenta con deck, parrilla, bacha y amplio jardín con ingreso para dos vehículos.
Alquilado",,La Plata,"{'Altillo': False, 'Balcón': False, 'Comedor': True, 'Vestidor': False, 'Jardín': True, 'Parrilla': False, 'Toilette': True, 'Cocina': True, 'Living': False, 'Dependencia de servicio': False, 'Patio': False, 'Playroom': False, 'Estudio': False, 'Terraza': False, 'Apto profesional': False, 'Apto crédito': False, 'Aire acondicionado': False, 'Alarma': True, 'Gimnasio': False, 'Calefacción': False, 'Acceso a internet': False, 'Jacuzzi': False, 'Gas natural': True, 'Seguridad 24 horas': False, 'Pileta': False, 'Línea telefónica': False, 'Dormitorios': '2', 'Superficie cubierta': '92 m²', 'Cantidad de pisos': '2', 'Baños': '1', 'Expensas': '0 ARS', 'Cocheras': '2', 'Antigüedad': '0 años', 'Ambientes': '3', 'Superficie total': '116 m²', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Casa', 'TV por cable': False, 'Lavadero': False, 'Condición del ítem': 'Nuevo', 'Tour virtual': True}",2,,True,False,1293.103448275862,,,-34.893898,Publicado hace 179 días,MLA1129916052,-58.028667,,0,,Manuel B. Gonnet,,150000,True,Casa,Casa,Bs.As. G.B.A. Sur,116,m²,,,,3,50000.0,mercadolibre,ML,Casa En Venta En Manuel B. Gonnet Barrio San Antonio Dacal Bienes Raices,,1293.103448275862,116,m²,Venta,,,https://api.mercadolibre.com/items/MLA1129916052,
40 entre 121 y 122 107,536666668,Century 21 Natale,20.0,3,3,30000.0,529.4117647058823,170,m²,USD,"Sun, 25 Sep 2022 19:36:10 GMT","Tue, 09 Aug 2022 15:57:10 UTC","40 y 121. Casa desarrollada sobre lote de 8 x 44 metros, entrada por amplio garage, que comunica a la cocina, la misma tiene ventilación hacia el patio y cuenta con muebles bajo y sobre mesada , espacioso living comedor que deriva por un lado, baño completo y sala de juegos y por el otro un pasillo que comunica a tres habitaciones, una en suite y otro baño completo, todas sus habitaciones con sus respectivos placares y una de ellas con lugar para vestidor. El living nos comunica con el patio donde se encuentra el lavadero y pieza de planchado, siguiendo un patio con verde y en el fondo quincho con parrilla, asador y baño. Todos los ambientes tienen ventilación natural, las habitaciones con ventanas hacia el patio. Todos los pisos son de porcelanato y sala de juegos con pisos de parquet. calefacción con tiro balanceado y estufa hogar, cuatro equipos de aire acondicionado. Cocina equipada con cocina industrial y campana de acero inoxidable. Garage con portón automático. La casa se encuentra a 3 minutos a la autopista Bs.As-La Plata por avenida 122 , a 5 minutos del centro de la ciudad por avenida Diagonal 80 y a una cuadra del Htal. Gutierrez.",,La Plata,"{'Condición del ítem': 'Usado', 'Altillo': False, 'Balcón': False, 'Dormitorio en suite': False, 'Placards': False, 'Comedor': True, 'Vestidor': False, 'Jardín': False, 'Parrilla': True, 'Toilette': False, 'Cocina': True, 'Living': False, 'Dependencia de servicio': False, 'Patio': True, 'Playroom': False, 'Estudio': False, 'Terraza': False, 'Apto profesional': False, 'Apto crédito': False, 'Aire acondicionado': True, 'Alarma': False, 'Portón automático': False, 'Gimnasio': False, 'Calefacción': True, 'Chimenea': False, 'Acceso a internet': True, 'Jacuzzi': False, 'Gas natural': True, 'Seguridad 24 horas': False, 'Pileta': False, 'Línea telefónica': False, 'Valor del condominio': '0', 'Valor del IPTU': '0', 'Dormitorios': '3', 'Superficie cubierta': '170 m²', 'Orientación': 'Norte', 'Cantidad de pisos': '1', 'Baños': '3', 'Cocheras': '1', 'Antigüedad': '20 años', 'Ambientes': '7', 'Superficie total': '352 m²', 'Bodegas': '0', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Casa', 'TV por cable': False, 'Lavadero': False, 'Propiedad en remate': False, 'Código de la propiedad': '12110', 'Estrato social': '0', 'Tour virtual': False}",1,True,False,False,255.6818181818182,,,-34.89427,Publicado hace 47 días,MLA1150801508,-57.945564,,,,La Plata,Norte,90000,True,Casa,Casa,Bs.As. G.B.A. Sur,352,m²,,,,7,12857.142857142857,mercadolibre,ML,"40 Y 121, Casa Con 4 Dorm, 4 Baños, Garage Y Quincho",,255.6818181818182,352,m²,Venta,,,https://api.mercadolibre.com/items/MLA1150801508,2002.0
Calle131 Entre 416 y 417 1100,1185562208,Francisco Ezequiel Errico CMCPDJLP 7292,3.0,1,3,61666.666666666664,1423.076923076923,130,m²,USD,"Sun, 25 Sep 2022 19:36:10 GMT","Wed, 31 Aug 2022 19:19:26 UTC","Corredor Responsable: Francisco Ezequiel Errico CMCPDJLP 7292 - 
Contacto: Cecilia Castiglioni
Calle 131 entre 416 y 417,  casa en venta en Villa Elisa.

CASA MODERNA .
Ubicada sobre un lote de de 590 m con un perimetro de 13,29x44,38 . lote propio.
Entrando nos encontramos con un living amplio con ventanales amplios que nos permite un especio luminoso , con salida al parque.
Cocina comedor con ingreso opcional no siendo el ingreso principal , la misma se encuentra equipada con muebles de primera linea sobre y bajo mesada y toilette .
En planta alta , encontramos tres dormitorios  uno de ellos con terraza  , baño completo con ante baño y ventilación natural , el dormitorio principal con vestido , todos los ambientes con vista al parque y ventilación natural . también posee un espacio de guardado .

A continuación detalles de calidad de la misma:

Las Aberturas de PVC VEKA (Importado - Alemán) con vidrios DVH en todas las aberturas y Blindex.
 El  Termotanque Good Energy Solar y Eléctrico
La casa calefacciona con  Estufa Hogar Ñuke y Aires Acondicionados
 Tiene la  Instalación de gas lista para ser conectada (Gas en la esquina)
 Pozo de agua a 60 mtrs. Instalación directa para la pileta.
 La Cocina con muebles de PVC Rehau (línea Rauvisio). Instalación de lavavajillas lista.
 Las Puertas principales de Pinotea.
 Los Pisos de Porcelanato ILVA en PB y Piso Flotante Alemán en planta alta.
Las Griferías FV y artefactos Ferrum
 Instalación para Cable/Internet/Telefonía en todas las habitaciones.
 Alarma satelital conectada con perimetrales no a la vista en cada abertura y volumétricas en cada ambiente.
Excelente entorno , a dos cuadras de calle arana artereia principal que conecta con la utopista LA PLATA -BUENOS AIRES.
Cercano transportes publicos y comercios .

POSIBILIDAD DE LOTE ALEDAÑO 
POSIBILIDAD DE PERMUTA POR DEPARTAMENTO CHICO
La oficina es de operación y gestión independiente.
La presente publicación describe las características esenciales del inmueble, debiéndose consultar al corredor público inmobiliario responsable de la operación por la eventual actualización de las medidas, descripciones arquitectónicas y funcionales, valores de expensas, servicios, impuestos, precios y demás información, cuyos valores son aproximados. Los agentes/gestores NO ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte del corredor público inmobiliario responsable de la presente publicación.
Comprá la casa que querés! No la que podés. Accedé a un préstamo por hasta el 30% del valor de esta propiedad. Simulá tu cuota en Lendar.",,La Plata,"{'Jardín': True, 'Parrilla': False, 'Toilette': True, 'Aire acondicionado': True, 'Alarma': True, 'Dormitorios': '3', 'Superficie cubierta': '130 m²', 'Baños': '1', 'Tipo de casa': 'Casa', 'Cocheras': '2', 'Antigüedad': '3 años', 'Ambientes': '4', 'Superficie total': '145 m²', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Casa', 'Condición del ítem': 'Usado', 'Tour virtual': False}",2,True,False,False,1275.8620689655172,,,-34.874218,Publicado hace 25 días,MLA1160936908,-58.105743,,,,Villa Elisa,,185000,True,Casa,Casa,Bs.As. G.B.A. Sur,145,m²,,,,4,46250.0,mercadolibre,ML,Casas En Venta 3 Dormitorios En Villa Elisa,,1275.8620689655172,145,m²,Venta,,,https://api.mercadolibre.com/items/MLA1160936908,2019.0
Calle 29 E/ 68 y 69 1700,1185562208,Francisco Ezequiel Errico CMCPDJLP 7292,25.0,2,3,50000.0,1219.5121951219512,123,m²,USD,"Sun, 25 Sep 2022 19:36:10 GMT","Wed, 31 Aug 2022 19:27:41 UTC","Corredor Responsable: Francisco Ezequiel Errico CMCPDJLP 7292 - 
Contacto: Andres Alí
Casa desarrollada en dos plantas sobre un lote propio de 270m2 (7,50 x 36). 
La misma posee 123m2 cubiertos y 170m2 descubiertos.  
Al frente dispone de un garage semi-cubierto y patio delantero con baldosas rústicas de exterior, separando el ingreso de la propiedad de la línea municipal. 

PB: se ingresa al comedor que se encuentra integrado al living, el cual conecta con la cocina comedor y al lavadero cubierto separado. Desde el living se accede al sector privado donde se encuentran dos dormitorios y un baño completo.

PA: Mediante una escalera situada entre el living y la cocina comedor accedemos a la planta alta para acceder al dormitorio/zoom con baño completo. 

EXTERIOR: La cocina da salida al patio descubierto y al jardín donde se encuentra el quincho con parrilla.  

La propiedad con una antigüedad de 25 años fue restaurada totalmente a nuevo en Marzo 2018.

MEMORIA DESCRIPTIVA: 
Las aberturas son de cedro macizo, las mismas poseen rejas en toda la propiedad. La mampostería es de ladrillo tradicional y los cielorrasos son de yeso. Los pisos fueron reemplazados en su totalidad unificando comedor, living y cocina-comedor. La cocina posee muebles sobre y bajo mesada a medida con banquina y zócalo. La misma ventila al patio y está equipada (en el sector del bajo escalera) con un desayunador y/o estación de café. Dispone también de doble bacha, spar extractor de aire y un equipo de aire acondicionado frío/calor.
El lavadero separado de la cocina posee ventilación natural y está equipado con mesada, placard y todas las conexiones necesarias para lavarropas, secarropas,etc.

Los dormitorios de planta baja, (uno con vista al frente y el otro al contra-frente) tienen piso de porcelanato simil madera y están equipados con placard de piso a techo, ventilador y aire acondicionado de frio/calor. Ambos están calefaccionados mediante estufa tiro balanceado. Las aberturas de cedro poseen persiana y rejas.  
El baño con ventilación natural posee bañera, vanitory y artefactos nuevos. 

La escalera es de madera y en planta alta el dormitorio/zoom posee cielo raso con tirantería de madera a la vista, aberturas de madera con persiana barrio, placard de piso a techo empotrado y piso de parquet. El baño completo con ventilación natural es compartimentado con bañera. 

El patio posee porcelanatos de exterior, una vereda que atraviesa el parque comunicándolo con el quincho. El quincho está equipado con parrilla, calefacción por tiro balanceado, piso de porcelanato y aberturas de aluminio.

Las cañerías de agua, gas, desagües, así como la zinguería fueron todas reemplazadas. El techo es de tejas.Con orientación oeste la propiedad recibe sol de la mañana al contrafrente y sol de la tarde al frente.  Posee todos los servicios. 


Si te falta hasta un 30% del valor de esta propiedad y la compra es en efectivo, te ofrecemos solicitar un préstamo a través de Lendar, servicio exclusivo para clientes RE/MAX. Hace la simulación de tu cuota aquí https://www.lendar.com.ar/quiero-un-prestamo/#simulador

La oficina es de operación y gestión independiente.
La presente publicación describe las características esenciales del inmueble, debiéndose consultar al corredor público inmobiliario responsable de la operación por la eventual actualización de las medidas, descripciones arquitectónicas y funcionales, valores de expensas, servicios, impuestos, precios y demás información, cuyos valores son aproximados. Los agentes/gestores NO ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte del corredor público inmobiliario responsable de la presente publicación.
Comprá la casa que querés! No la que podés. Accedé a un préstamo por hasta el 30% del valor de esta propiedad. Simulá tu cuota en Lendar.",,La Plata,"{'Jardín': True, 'Parrilla': False, 'Toilette': False, 'Dormitorios': '3', 'Superficie cubierta': '123 m²', 'Baños': '2', 'Tipo de casa': 'Casa', 'Cocheras': '1', 'Antigüedad': '25 años', 'Ambientes': '5', 'Superficie total': '123 m²', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Casa', 'Lavadero': True, 'Condición del ítem': 'Usado', 'Tour virtual': False}",1,True,False,False,,,,-34.948784,Publicado hace 25 días,MLA1160937053,-57.953995,,,,La Plata,,150000,True,Casa,Casa,Bs.As. G.B.A. Sur,,,,,,5,30000.0,mercadolibre,ML,Casas En La Plata ,,1219.5121951219512,123,m²,Venta,,,https://api.mercadolibre.com/items/MLA1160937053,1997.0
City Bell Chico PB A,349212041,COMPAÑIA INMOBILIARIA,0,2,2,130000.0,3250.0,80,m²,USD,"Sun, 25 Sep 2022 19:36:10 GMT","Thu, 25 Aug 2022 13:53:30 UTC","Departamento en venta de dos dormitorios en City Bell. Descubrí cada detalle en su visita virtual y viví una experiencia única.




La información gráfica, escrita e imágenes en el presente aviso son ilustrativas y a título estimativo. Las mismas no forman parte de ningún tipo de documentación contractual. Las medidas y superficies definitivas surgirán del título de propiedad del inmueble referido.",,La Plata,"{'Balcón': False, 'Comedor': False, 'Vestidor': False, 'Jardín': False, 'Parrilla': False, 'Toilette': False, 'Cocina': False, 'Lavadero': False, 'Living': False, 'Dependencia de servicio': False, 'Patio': False, 'Playroom': False, 'Estudio': False, 'Terraza': False, 'Apto profesional': False, 'Apto crédito': False, 'Aire acondicionado': False, 'Gimnasio': False, 'Calefacción': False, 'Acceso a internet': False, 'Jacuzzi': False, 'Salón de usos múltiples': False, 'Gas natural': False, 'Seguridad 24 horas': False, 'Pileta': False, 'Agua corriente': False, 'Línea telefónica': False, 'Dormitorios': '2', 'Superficie cubierta': '80 m²', 'Cantidad de pisos': '0', 'Baños': '2', 'Expensas': '0 ARS', 'Cocheras': '0', 'Antigüedad': '0 años', 'Ambientes': '3', 'Superficie total': '0 m²', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Departamento', 'Condición del ítem': 'Nuevo', 'Tour virtual': True}",0,,True,False,,,,-34.880356,Publicado hace 31 días,MLA1157643326,-58.038685,,0,,City Bell,,260000,True,Departamento,Departamento,Bs.As. G.B.A. Sur,,,,,,3,86666.66666666667,mercadolibre,ML,Departamento - City Bell,,,0,m²,Venta,,,https://api.mercadolibre.com/items/MLA1157643326,
Calle 418 Entre 29 y 131 2800,1185562208,Francisco Ezequiel Errico CMCPDJLP 7292,11.0,3,4,77500.0,1076.388888888889,288,m²,USD,"Sun, 25 Sep 2022 19:36:10 GMT","Wed, 31 Aug 2022 19:19:51 UTC","Corredor Responsable: Francisco Ezequiel Errico CMCPDJLP 7292 - 
Contacto: Cecilia Castiglioni
418 entre 29 y 131 

UBICADA A UNA CUADRA DE LA ARTERIA PRINCIPAL QUE CONECTA CON LA AUTOPISTA LA PLATA /BUENOS AIRES.

Casa desarrollada sobre un terreno de 855m2 con un perímetro de 18 x 47,50. 
La casa se distribuye de la siguiente manera.

PLANTA BAJA : cuenta con dos acceso , por la entrada principal nos encontramos con un recibidor, living comedor amplio con ventanales en dirección hacia el parque los que generan luz natural en toda la casa y ventilación cruzada. Cocina separada con muebles bajo y sobre mesada y lavadero cubierto con salida al parque. Dos dormitorios, un baño completo y toiliette.
En el parque: pileta con sistema de bomba, quincho / garaje semi cubierto. Arbolada grama bahiana y arboles añejos.

PLANTA SUPERIOR: nos encontramos tres dormitorios de los cuales el dormitorio principal en suite con jacuzzi y vestidor, además un baño completo, pisos de madera en los dormitorios, ventilación natural en todos los ambientes y equipos de aire frio calor en cada uno de ellos. 

LA PROPIEDAD SE ENCUENTRA EN EXCELENTE ESTADO DE CONSERVACION Y SE OBSERVAN IMPORTANTES DETALLES DE CALIDAD.

ACEPTA PERMUTA POR CASA O DUPLEX EN VILLA ELISA O CITY BELL


La oficina es de operación y gestión independiente.
La presente publicación describe las características esenciales del inmueble, debiéndose consultar al corredor público inmobiliario responsable de la operación por la eventual actualización de las medidas, descripciones arquitectónicas y funcionales, valores de expensas, servicios, impuestos, precios y demás información, cuyos valores son aproximados. Los agentes/gestores NO ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte del corredor público inmobiliario responsable de la presente publicación.
Comprá la casa que querés! No la que podés. Accedé a un préstamo por hasta el 30% del valor de esta propiedad. Simulá tu cuota en Lendar.",,La Plata,"{'Jardín': True, 'Parrilla': True, 'Toilette': True, 'Alarma': True, 'Pileta': True, 'Dormitorios': '4', 'Superficie cubierta': '288 m²', 'Baños': '3', 'Tipo de casa': 'Casa', 'Cocheras': '3', 'Antigüedad': '11 años', 'Ambientes': '7', 'Superficie total': '310 m²', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Casa', 'Condición del ítem': 'Usado', 'Tour virtual': False}",3,True,False,False,1000.0,,,-34.873405,Publicado hace 25 días,MLA1161052078,-58.10439,,,,Villa Elisa,,310000,True,Casa,Casa,Bs.As. G.B.A. Sur,310,m²,,,,7,44285.71428571428,mercadolibre,ML,Casas En Venta En Villa Elisa Con Pileta,,1000.0,310,m²,Venta,,,https://api.mercadolibre.com/items/MLA1161052078,2011.0
,,,17.0,,,,,10.0,m²,,"Sun, 25 Sep 2022 19:36:09 GMT",,"Excelentes lotes en las diferentes áreas del club de campo, desde U$D Algunos con arboleda, otros con monte, pero todos excelentes para comenzar a vivir la vida de campo que tanto soñamos No dejes de coordinar una visita, aquí los espero EL Club de Campo “Chacras del Paraná” el lugar que le permitirá vivir rodeado de naturaleza, para practicar actividades variadas como náutica, pesca, golf, equitación, tenis o simplemente descansar y observar la flora y la fauna Cuenta con Club House, 9 hoyos de golf, senderos ecuestres, zona de amarre con salida al Paraná, cancha de tenis, totalmente perimetrado, seguridad las 24 horas y servicio de Internet por fibra óptica Todo esto a menos de dos horas de CABA, en el Km 103 de la autopista RN9 Chacras del Parana, tiene 850 hectáreas con 350 Chacras de entre 1 y 4 hectáreas con 103 casa construidas de las cuales 11 son de vivienda permanente Estamos a 7 kilómetro de la localidad de Lima, que cuenta con todos los negocios y servicios necesarios para vivir sin necesidad de recorrer muchos kilómetros Sin duda el mejor lugar para vivir, se lo aseguro yo que vivo aquí. Claudia Keen",,,,,True,False,,,,,,,,,,,,,,,False,,,,,,,,,,,zonaprop,ZP,Chacras del Paraná Varios Lotes Entre 1 y 3 Hs. Vivo Aquí Consúltame,,,20000.0,m²,,,,https://www.zonaprop.com.ar/propiedades/chacras-del-parana-varios-lotes-entre-1-y-3-hs.-vivo-48223027.html,2005.0
Castelli al 900,17042139,GAZDA ROSSI PROPIEDADES,0,4,5,69000.0,1078.125,320.0,m²,USD,"Sun, 25 Sep 2022 19:36:10 GMT",,"Excelente casa en PH para 2 familias, sobre un lote de 800 m2 con jardín y pileta! La casa principal esta desarrollada al frente en dos plantas PB Amplio living comedor Suite principal con vestidor y baño baño completo Cocina comedor y estar o family integrado amplio garage y quincho PA 3 amplios dormitorios baño completo lavadero y acceso a la terraza La segunda casa es en PB living comedor Cocina 2 dormitorios Atellier o tercer dormitorio baño completo En el jardín se ubica una gran pileta con vestuario y baño compartimentado. ",,Almirante Brown,"{'Cocina': True, 'Comedor de diario': True, 'Dormitorio en suite': True, 'Jardín': True, 'Lavadero': True, 'Living': True, 'Patio': True, 'Terraza': True, 'Quincho': True, 'Cantidad plantas': '2', 'Cobertura cochera': 'Cubierta', 'Frente del terreno (mts)': '0', 'Largo del terreno (mts)': '0', 'Parrilla': True}",2,True,True,False,431.25,,,-34.80109,Publicado hace más de 1 año,46308390,-58.3878023,,0.0,,Adrogué,,345000,True,Casa,Casa,GBA Sur,800.0,m²,,,,6,57500.0,zonaprop,ZP,Casa - Adrogue,,431.25,800.0,m²,venta,,,https://www.zonaprop.com.ar/propiedades/casa-adrogue-46308390.html,2022
La Querencia 1400,30026294,RE/MAX Legado,24.0,2,3,56666.666666666664,1297.7099236641222,131.0,m²,USD,"Sun, 25 Sep 2022 19:36:10 GMT","Thu, 19 May 2022 19:36:13 UTC","Corredor Responsable: Cristian Gabriel Berardo CPI 7670 / CMCPDJLM 944 - Contacto: Gustavo Gurskis - MLS ID # Chalet en Venta de 4 ambientes zona residencial de Burzaco, La casa en esquina muy luminosa desde todos sus ángulos por la orientación en que fue construida. con parque en el frente que le da una privacidad parcial en su frente. Al ingreso nos encontramos con un living comedor muy amplio de 3,30 x 9,30 mts con amplios ventanales y gran espacio para reuniones familiares o para realizar espacios abiertos de trabajo. Luego nos dirigimos al hall de distribución hacia la zona de habitaciones con su baño completo en la zona de servicio del hall. Habitación principal 3,20 x 3,20 vista al norte Frente de la casa Baño principal 2,05 x 1,80 completo Habitación secundaria 3,20 x 2,90 VIsta al patio trasero. Zona de servicios Cocina muy amplia con espacio para comedor diario Baño secundario completo de 1,60 x 2,10 Conectando la cocina a otro hall de distribución hacia la tercera habitación muy amplia y con muy buena altura con Entre piso muy luminosa. Patio trasero con laundry abierto debajo de escalera que nos lleva a la terraza con un galpón o sala de recreo a reciclar. También se desarrolla en la zona de PB otro patio cerrado con mucha intimidad y muy luminoso. No posee Parrilla. APTO CREDITO - PERMUTA POR CASA EN BARRIO DE CANNING CON ESCRITURA ESCRITURA Y PLANOS POSEE HIPOTECA VIGENTE QUE SE CANCELARÁ SIMULTÁNEAMENTE CON LA ESCRITURA TRASLATIVA DE DOMINIO La superficie cubierta expresada es aproximada, la definitiva surgirá del estado parcelario vigente para el otorgamiento de la escritura traslativa de dominio. La oficina es de operación y gestión independiente. La presente publicación describe las características esenciales del inmueble, debiéndose consultar al corredor público inmobiliario responsable de la operación por la eventual actualización de las medidas, descripciones arquitectónicas y funcionales, valores de expensas, servicios, impuestos, precios y demás información, cuyos valores son aproximados. Los agentes/gestores NO ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte del corredor público inmobiliario responsable de la presente publicación. Comprá la casa que querés! No la que podés. Accedé a un préstamo por hasta el 30% del valor de esta propiedad. Simulá tu cuota en Lendar",,Almirante Brown,"{'Cocina': True, 'Jardín': True, 'Lavadero': True, 'Patio': True, 'Terraza': True, 'Aire acondicionado': True, 'Vigilancia': True, 'Cantidad plantas': '2'}",,True,False,False,1125.8278145695365,,,-34.825199,Publicado hace 129 días,49668736,-58.382037,,0.0,,Burzaco,,170000,True,Casa,Casa,GBA Sur,151.0,m²,,,,4,42500.0,zonaprop,ZP,Venta Chalet en Burzaco 4 Ambientes Z/residencial,,1125.8278145695365,151.0,m²,venta,,,https://www.zonaprop.com.ar/propiedades/venta-chalet-en-burzaco-4-ambientes-z-residencial-49668736.html,1998.0
Presidente Mitre al 3100,17042139,GAZDA ROSSI PROPIEDADES,10.0,2,2,47500.0,1117.6470588235295,85.0,m²,USD,"Sun, 25 Sep 2022 19:36:10 GMT",,VENTA CON RENTA CONTRATO DE ALQUILER !!! renta actual $20.000.- Vto 30 de Septiembre de 2023; Excelente Chalet en en el Barrio Santa Ana!!!!!! - Living. - Cocina comedor. - 2 Baños. - Dormitorio Principal con Vestidor y baño. - Segundo Dormitorio - Lavadero. - Escritorio. - Entrada para 2 auto Barrio con Seguridad muy luminoso en muy buen estado.---,,Almirante Brown,"{'Cocina': True, 'Comedor de diario': True, 'Jardín': True, 'Lavadero': True, 'Living': True, 'Aire acondicionado': True, 'Cantidad plantas': '1', 'Cobertura cochera': 'Cubierta', 'Frente del terreno (mts)': '0', 'Largo del terreno (mts)': '0'}",2,True,False,False,316.6666666666667,,,-34.881665,Publicado hace más de 1 año,48025486,-58.3656015,,0.0,,Glew,E,95000,True,Casa,Casa,GBA Sur,300.0,m²,,,,3,31666.666666666668,zonaprop,ZP,Casa - Glew,,316.6666666666667,300.0,m²,venta,,,https://www.zonaprop.com.ar/propiedades/casa-glew-48025486.html,2012.0
,,,40.0,2,2,,,100.0,m²,,"Sun, 25 Sep 2022 19:36:10 GMT",,"Excelente Casa Quinta en el corazón de Longchamps.... sobre lote de 1085 m2 Ubicación A solo 3 cuadras de Av. Hipolito Yrigoyen, 6 cuadras de la Ruta 210 y 6 cuadras de la Ruta 16. Excelente conexiones tanto para Capital como para Provincia. Un diferencial en la zona, es que la propiedad , esta rodeada de alternativas gastronómicas y de servicios, cubriendo todas las necesidades. Funcionalidades La entrada es a través de la esquina (Calle Pelayo) donde nos recibe un inmenso parque, con pinos y abetos de frondosa copa. La casa esta ubicada estrategicamente, ya que el parquizado que rodea a la misma, genera una agradable sensación de tranquilidad y bienestar. La piscina se encuentra en un lateral, captando el sol durante todo el día. La casa es estilo chalet, con tejas, de buena calidad. Al ingreso nos encontramos con un amplio living, rodeado de ventanales amplios, con pisos cerámicos, luego un distribuidor nos indica la ubicación de los 2 dormitorios y la cocina comedor, muy cómoda, con muebles alto y bajo mesada. Hacia un lateral, tenemos acceso al quincho cubierto, con ventanales amplios y capacidad para 50 personas. Como plus, dispone de una construcción aparte, (manteniendo el estilo) que podría usarse de tercera habitación o vestuario, ya que dispone también de un baño completo. La parrilla y el horno de barro, completan la oferta. Es para destacar, lo luminosa que es la casa durante todo el día. Ademas dispone de cochera cubierta, para vehículo de gran tamaño.  Para mayor información consúltenos. * Venta Supeditada a la Tramitación del COTI por parte del Propietario. Todas las medidas enunciadas son meramente orientativas, las medidas exactas serán las que se expresen en el respectivo título de propiedad de cada inmueble. Todas las fotos, imágenes y videos son meramente ilustrativos y no contractuales. Los precios enunciados son meramente orientativos y no contractuales. Esta publicidad respeta lo establecido en el art. 4 y 8 de la ley 24.240 * * Se requiere identificación para Ingresar * Leandro Soldati: CUCICBA 1544 Lisandra Calderon: CMCPSI 6013 Sergio Soldati: CMCPSI 6773",,,,1,True,False,False,,,,,,,,,,,,SE,,False,,,,,,,,,3,,zonaprop,ZP,Venta. Casa. Quinta. Lonchamps. Burzaco.3 Ambientes. Pileta. Cochera. Parque.,,,1085.0,m²,,,,https://www.zonaprop.com.ar/propiedades/venta.-casa.-quinta.-lonchamps.-burzaco.3-ambientes.-48203420.html,1982.0
